state_name,year,access,mtbs_class,area_km2
California,2009,roadless,2,12.715775999999998
California,2009,roadless,3,26.350289999999994
California,2009,roadless,4,42.349869
California,2009,roadless,5,0.800262
California,2009,roadless,6,0.0
California,2009,wilderness,0,0.0
California,2009,wilderness,1,13.250862
California,2009,wilderness,2,29.767932000000002
California,2009,wilderness,3,55.826847
California,2009,wilderness,4,44.864874
California,2009,wilderness,5,1.5192089999999998
California,2009,wilderness,6,0.0
California,2010,roaded,0,0.0
California,2010,roaded,1,4.187403
California,2010,roaded,2,5.646375000000001
California,2010,roaded,3,2.467404
California,2010,roaded,4,1.9499669999999998
California,2010,roaded,5,0.079236
California,2010,roaded,6,0.0
California,2010,roadless,0,0.0
California,2010,roadless,1,5.886882000000001
California,2010,roadless,2,5.791671
California,2010,roadless,3,3.9840839999999997
California,2010,roadless,4,4.149828
California,2010,roadless,5,0.026945999999999998
California,2010,roadless,6,0.0
California,2010,wilderness,0,0.0
California,2010,wilderness,1,4.070690999999999
California,2010,wilderness,2,8.085816
California,2010,wilderness,3,5.254686
California,2010,wilderness,4,1.5506369999999998
California,2010,wilderness,5,0.045
California,2010,wilderness,6,0.0
California,2011,roaded,0,0.0
California,2011,roaded,1,1.082025
California,2011,roaded,2,4.576401
California,2011,roaded,3,3.8982599999999996
California,2011,roaded,4,2.471481
California,2011,roaded,5,0.018557999999999998
California,2011,roaded,6,2.60046
California,2011,roadless,0,0.0
California,2011,roadless,1,0.15354900000000002
California,2011,roadless,2,0.607509
California,2011,roadless,3,0.58824
California,2011,roadless,4,0.386919
California,2011,roadless,5,0.012941999999999999
California,2011,roadless,6,0.606582
California,2011,wilderness,0,0.0
California,2011,wilderness,1,11.564900999999999
California,2011,wilderness,2,19.267263
California,2011,wilderness,3,6.0039
California,2011,wilderness,4,3.4794
California,2011,wilderness,5,0.23399999999999999
California,2011,wilderness,6,18.542961
California,2012,roaded,0,0.0
California,2012,roaded,1,59.981211
California,2012,roaded,2,222.04131299999997
California,2012,roaded,3,170.805042
California,2012,roaded,4,159.789015
California,2012,roaded,5,0.184491
California,2012,roaded,6,0.3375
California,2012,roadless,0,0.0
California,2012,roadless,1,20.447334
California,2012,roadless,2,92.60993699999999
California,2012,roadless,3,70.18870499999998
California,2012,roadless,4,34.121205
California,2012,roadless,5,0.054549
California,2012,roadless,6,0.7001999999999999
California,2012,wilderness,0,0.0
California,2012,wilderness,1,11.321541
California,2012,wilderness,2,25.473546000000002
California,2012,wilderness,3,17.333603999999998
California,2012,wilderness,4,15.165683999999999
California,2012,wilderness,5,0.009000000000000001
California,2012,wilderness,6,0.0
California,2013,roaded,0,0.0
California,2013,roaded,1,106.99841699999999
California,2013,roaded,2,259.752924
California,2013,roaded,3,238.607172
California,2013,roaded,4,189.203013
California,2013,roaded,5,0.932238
California,2013,roaded,6,1.1603789999999998
California,2013,roadless,0,0.0
California,2013,roadless,1,16.623441
California,2013,roadless,2,66.100752
California,2013,roadless,3,57.08408399999999
California,2013,roadless,4,49.119246
California,2013,roadless,5,0.23346
California,2013,roadless,6,0.0
California,2013,wilderness,0,0.0
California,2013,wilderness,1,18.184185
California,2013,wilderness,2,30.073058999999997
California,2013,wilderness,3,25.747722
California,2013,wilderness,4,36.111789
California,2013,wilderness,5,0.06780599999999999
California,2013,wilderness,6,0.0
California,2014,roaded,0,0.0
California,2014,roaded,1,79.401006
California,2014,roaded,2,280.33294499999994
California,2014,roaded,3,286.970679
California,2014,roaded,4,362.860794
California,2014,roaded,5,0.779166
California,2014,roaded,6,0.727101
California,2014,roadless,0,0.0
California,2014,roadless,1,15.266375999999998
California,2014,roadless,2,53.755208999999994
California,2014,roadless,3,48.971106
California,2014,roadless,4,89.66503800000001
California,2014,roadless,5,0.039474
California,2014,roadless,6,0.0
California,2014,wilderness,0,0.0
California,2014,wilderness,1,25.624899
California,2014,wilderness,2,61.426818
California,2014,wilderness,3,39.049127999999996
California,2014,wilderness,4,50.458310999999995
California,2014,wilderness,5,0.036126
California,2014,wilderness,6,0.0369
California,2015,roaded,0,0.0
California,2015,roaded,1,129.07608299999998
California,2015,roaded,2,324.329103
California,2015,roaded,3,197.359443
California,2015,roaded,4,160.024869
California,2015,roaded,5,0.8332289999999999
California,2015,roaded,6,0.09630000000000001
California,2015,roadless,0,0.0
California,2015,roadless,1,70.114572
California,2015,roadless,2,156.985965
California,2015,roadless,3,103.090482
California,2015,roadless,4,65.869209
California,2015,roadless,5,1.023444
California,2015,roadless,6,0.0
California,2015,wilderness,0,0.0
California,2015,wilderness,1,70.36141500000001
California,2015,wilderness,2,169.903872
California,2015,wilderness,3,109.18475099999999
California,2015,wilderness,4,70.508376
California,2015,wilderness,5,1.2447270000000001
California,2015,wilderness,6,0.009899999999999999
California,2016,roaded,0,0.0
California,2016,roaded,1,49.02992999999999
California,2016,roaded,2,124.82037
California,2016,roaded,3,92.057175
California,2016,roaded,4,100.97720100000001
California,2016,roaded,5,1.082835
California,2016,roaded,6,0.0027
California,2016,roadless,0,0.0
California,2016,roadless,1,13.722488999999998
California,2016,roadless,2,25.305156
California,2016,roadless,3,44.820801
California,2016,roadless,4,26.542107
California,2016,roadless,5,0.500031
California,2016,roadless,6,0.0
California,2016,wilderness,0,0.0
California,2016,wilderness,1,54.267407999999996
California,2016,wilderness,2,148.41145799999998
California,2016,wilderness,3,97.82344799999998
California,2016,wilderness,4,18.954468
California,2016,wilderness,5,0.804744
California,2016,wilderness,6,0.00040500000000000003
California,2017,roaded,0,0.0
California,2017,roaded,1,77.565951
California,2017,roaded,2,249.530202
California,2017,roaded,3,227.248425
California,2017,roaded,4,83.70078299999999
California,2017,roaded,5,1.7126730000000001
California,2017,roaded,6,0.07703099999999999
California,2017,roadless,0,0.0
California,2017,roadless,1,64.291158
California,2017,roadless,2,174.721077
California,2017,roadless,3,205.855479
California,2017,roadless,4,66.512151
California,2017,roadless,5,0.771957
California,2017,roadless,6,0.795771
California,2017,wilderness,0,0.0
California,2017,wilderness,1,113.988591
California,2017,wilderness,2,278.91358199999996
California,2017,wilderness,3,200.497284
California,2017,wilderness,4,84.265137
California,2017,wilderness,5,0.287604
California,2017,wilderness,6,1.7686979999999999
California,2018,roaded,0,0.0
California,2018,roaded,1,123.10010999999999
California,2018,roaded,2,550.230156
California,2018,roaded,3,534.695643
California,2018,roaded,4,408.79499400000003
California,2018,roaded,5,1.4669999999999999
California,2018,roaded,6,3.089205
California,2018,roadless,0,0.0
California,2018,roadless,1,48.570758999999995
California,2018,roadless,2,175.572675
California,2018,roadless,3,130.261392
California,2018,roadless,4,82.522449
California,2018,roadless,5,0.230841
California,2018,roadless,6,0.8449199999999999
California,2018,wilderness,0,0.0
California,2018,wilderness,1,65.85461099999999
California,2018,wilderness,2,101.33606699999999
California,2018,wilderness,3,84.007701
California,2018,wilderness,4,68.02976699999999
California,2018,wilderness,5,1.3103459999999998
California,2018,wilderness,6,0.3159
California,2019,roaded,0,0.0
California,2019,roaded,1,40.500251999999996
California,2019,roaded,2,95.967495
California,2019,roaded,3,53.891397
California,2019,roaded,4,33.794495999999995
California,2019,roaded,5,1.1225969999999998
California,2019,roaded,6,0.21960000000000002
California,2019,roadless,0,0.0
California,2019,roadless,1,1.9817369999999999
California,2019,roadless,2,5.603076
California,2019,roadless,3,4.032900000000001
California,2019,roadless,4,0.24137999999999998
California,2019,roadless,5,0.0
California,2019,roadless,6,0.0108
California,2019,wilderness,0,0.0
California,2019,wilderness,1,4.784445
California,2019,wilderness,2,10.976444999999998
California,2019,wilderness,3,4.197105
California,2019,wilderness,4,1.2897899999999998
California,2019,wilderness,5,0.0288
California,2019,wilderness,6,0.027000000000000003
California,2020,roaded,0,0.0
California,2020,roaded,1,365.017518
California,2020,roaded,2,1318.290624
California,2020,roaded,3,1259.482599
California,2020,roaded,4,1641.6734940000001
California,2020,roaded,5,0.677556
California,2020,roaded,6,0.8548739999999999
California,2020,roadless,0,0.0
California,2020,roadless,1,77.56851599999999
California,2020,roadless,2,258.815736
California,2020,roadless,3,250.77924
California,2020,roadless,4,284.554242
California,2020,roadless,5,0.047258999999999995
California,2020,roadless,6,0.7093259999999999
California,2020,wilderness,0,0.0
California,2020,wilderness,1,325.77002999999996
California,2020,wilderness,2,663.573942
California,2020,wilderness,3,509.956956
California,2020,wilderness,4,398.956464
California,2020,wilderness,5,0.523098
California,2020,wilderness,6,0.0909
California,2021,roaded,0,0.0
California,2021,roaded,1,455.50485000000003
California,2021,roaded,2,1479.0055590000002
California,2021,roaded,3,1469.9114280000001
California,2021,roaded,4,1511.442198
California,2021,roaded,5,7.0592939999999995
California,2021,roaded,6,3.918492
California,2021,roadless,0,0.0
California,2021,roadless,1,100.960695
California,2021,roadless,2,273.074652
California,2021,roadless,3,278.820864
California,2021,roadless,4,202.16598299999998
California,2021,roadless,5,2.5768619999999998
California,2021,roadless,6,1.384983
California,2021,wilderness,0,0.0
California,2021,wilderness,1,180.04696199999998
California,2021,wilderness,2,418.99855499999995
California,2021,wilderness,3,311.151231
California,2021,wilderness,4,207.139023
California,2021,wilderness,5,0.5868
California,2021,wilderness,6,2.567313
California,2022,roaded,0,0.0
California,2022,roaded,1,37.680498
California,2022,roaded,2,230.54867099999998
California,2022,roaded,3,160.601031
California,2022,roaded,4,197.766702
California,2022,roaded,5,0.111096
California,2022,roaded,6,0.624204
California,2022,roadless,0,0.0
California,2022,roadless,1,2.5535879999999995
California,2022,roadless,2,18.292887
California,2022,roadless,3,18.350613
California,2022,roadless,4,16.044767999999998
California,2022,roadless,5,0.007145999999999999
California,2022,roadless,6,0.0
California,2022,wilderness,0,0.0
California,2022,wilderness,1,0.095517
California,2022,wilderness,2,0.28017
California,2022,wilderness,3,0.47506499999999996
California,2022,wilderness,4,0.05096699999999999
California,2022,wilderness,5,0.0
California,2022,wilderness,6,0.0
California,2023,roaded,0,0.0
California,2023,roaded,1,72.18416699999999
California,2023,roaded,2,212.44635
California,2023,roaded,3,101.22832799999998
California,2023,roaded,4,79.745949
California,2023,roaded,5,0.207
California,2023,roaded,6,0.1458
California,2023,roadless,0,0.0
California,2023,roadless,1,20.308806
California,2023,roadless,2,73.533681
California,2023,roadless,3,67.780395
California,2023,roadless,4,51.76251
California,2023,roadless,5,0.0063
California,2023,roadless,6,0.0
California,2023,wilderness,0,0.0
California,2023,wilderness,1,8.213967
California,2023,wilderness,2,32.125634999999996
California,2023,wilderness,3,17.646903
California,2023,wilderness,4,10.933911
California,2023,wilderness,5,0.0045000000000000005
California,2023,wilderness,6,0.0
California,2024,roaded,0,0.0
California,2024,roaded,1,0.03465
California,2024,roaded,2,0.092286
California,2024,roaded,3,0.04769999999999999
California,2024,roaded,4,0.34424999999999994
California,2024,roaded,5,0.0
California,2024,roaded,6,0.0
California,2024,roadless,0,0.0
California,2024,roadless,1,0.0
California,2024,roadless,2,0.0
California,2024,roadless,3,0.0
California,2024,roadless,4,0.0
California,2024,roadless,5,0.0
California,2024,roadless,6,0.0
California,2024,wilderness,0,0.0
California,2024,wilderness,1,0.03915
California,2024,wilderness,2,0.09221399999999999
California,2024,wilderness,3,0.036000000000000004
California,2024,wilderness,4,0.07065
California,2024,wilderness,5,0.0
California,2024,wilderness,6,0.0
Colorado,1984,roaded,0,0.0
Colorado,1984,roaded,1,0.5274
Colorado,1984,roaded,2,3.6549
Colorado,1984,roaded,3,1.0647
Colorado,1984,roaded,4,0.15839999999999999
Colorado,1984,roaded,5,0.0
Colorado,1984,roaded,6,0.0
Colorado,1984,roadless,0,0.0
Colorado,1984,roadless,1,0.0
Colorado,1984,roadless,2,0.0
Colorado,1984,roadless,3,0.0
Colorado,1984,roadless,4,0.0
Colorado,1984,roadless,5,0.0
Colorado,1984,roadless,6,0.0
Colorado,1984,wilderness,0,0.0
Colorado,1984,wilderness,1,0.0
Colorado,1984,wilderness,2,0.0
Colorado,1984,wilderness,3,0.0
Colorado,1984,wilderness,4,0.0
Colorado,1984,wilderness,5,0.0
Colorado,1984,wilderness,6,0.0
Colorado,1985,roaded,0,0.0
Colorado,1985,roaded,1,0.0
Colorado,1985,roaded,2,0.0
Colorado,1985,roaded,3,0.0
Colorado,1985,roaded,4,0.0
Colorado,1985,roaded,5,0.0
Colorado,1985,roaded,6,0.0
Colorado,1985,roadless,0,0.0
Colorado,1985,roadless,1,0.0
Colorado,1985,roadless,2,0.0
Colorado,1985,roadless,3,0.0
Colorado,1985,roadless,4,0.0
Colorado,1985,roadless,5,0.0
Colorado,1985,roadless,6,0.0
Colorado,1985,wilderness,0,0.0
Colorado,1985,wilderness,1,0.0
Colorado,1985,wilderness,2,0.0
Colorado,1985,wilderness,3,0.0
Colorado,1985,wilderness,4,0.0
Colorado,1985,wilderness,5,0.0
Colorado,1985,wilderness,6,0.0
Colorado,1986,roaded,0,0.0
Colorado,1986,roaded,1,0.0
Colorado,1986,roaded,2,0.0
Colorado,1986,roaded,3,0.0
Colorado,1986,roaded,4,0.0
Colorado,1986,roaded,5,0.0
Colorado,1986,roaded,6,0.0
Colorado,1986,roadless,0,0.0
Colorado,1986,roadless,1,0.0
Colorado,1986,roadless,2,0.0
Colorado,1986,roadless,3,0.0
Colorado,1986,roadless,4,0.0
Colorado,1986,roadless,5,0.0
Colorado,1986,roadless,6,0.0
Colorado,1986,wilderness,0,0.0
Colorado,1986,wilderness,1,0.0
Colorado,1986,wilderness,2,0.0
Colorado,1986,wilderness,3,0.0
Colorado,1986,wilderness,4,0.0
Colorado,1986,wilderness,5,0.0
Colorado,1986,wilderness,6,0.0
Colorado,1987,roaded,0,0.0
Colorado,1987,roaded,1,0.0
Colorado,1987,roaded,2,0.0
Colorado,1987,roaded,3,0.0
Colorado,1987,roaded,4,0.0
Colorado,1987,roaded,5,0.0
Colorado,1987,roaded,6,0.0
Colorado,1987,roadless,0,0.0
Colorado,1987,roadless,1,0.0
Colorado,1987,roadless,2,0.0
Colorado,1987,roadless,3,0.0
Colorado,1987,roadless,4,0.0
Colorado,1987,roadless,5,0.0
Colorado,1987,roadless,6,0.0
Colorado,1987,wilderness,0,0.0
Colorado,1987,wilderness,1,0.0
Colorado,1987,wilderness,2,0.0
Colorado,1987,wilderness,3,0.0
Colorado,1987,wilderness,4,0.0
Colorado,1987,wilderness,5,0.0
Colorado,1987,wilderness,6,0.0
Colorado,1988,roaded,0,0.0
Colorado,1988,roaded,1,3.401127
Colorado,1988,roaded,2,4.4397269999999995
Colorado,1988,roaded,3,3.1762349999999997
Colorado,1988,roaded,4,4.3131330000000005
Colorado,1988,roaded,5,0.0045000000000000005
Colorado,1988,roaded,6,0.0
Colorado,1988,roadless,0,0.0
Colorado,1988,roadless,1,0.335214
Colorado,1988,roadless,2,0.166797
Colorado,1988,roadless,3,0.26261999999999996
Colorado,1988,roadless,4,0.38496600000000003
Colorado,1988,roadless,5,0.0
Colorado,1988,roadless,6,0.0
Colorado,1988,wilderness,0,0.0
Colorado,1988,wilderness,1,0.548514
Colorado,1988,wilderness,2,0.105426
Colorado,1988,wilderness,3,0.14906699999999998
Colorado,1988,wilderness,4,0.16694099999999998
Colorado,1988,wilderness,5,0.0
Colorado,1988,wilderness,6,0.0
Colorado,1989,roaded,0,0.0
Colorado,1989,roaded,1,2.5848
Colorado,1989,roaded,2,3.039336
Colorado,1989,roaded,3,1.895454
Colorado,1989,roaded,4,0.327906
Colorado,1989,roaded,5,0.046799999999999994
Colorado,1989,roaded,6,0.8523000000000001
Colorado,1989,roadless,0,0.0
Colorado,1989,roadless,1,0.107874
Colorado,1989,roadless,2,0.103842
Colorado,1989,roadless,3,0.134073
Colorado,1989,roadless,4,0.00315
Colorado,1989,roadless,5,0.0027
Colorado,1989,roadless,6,0.0
Colorado,1989,wilderness,0,0.0
Colorado,1989,wilderness,1,0.0
Colorado,1989,wilderness,2,0.0
Colorado,1989,wilderness,3,0.0
Colorado,1989,wilderness,4,0.0
Colorado,1989,wilderness,5,0.0
Colorado,1989,wilderness,6,0.0
Colorado,1990,roaded,0,0.0
Colorado,1990,roaded,1,1.227285
Colorado,1990,roaded,2,3.9223979999999994
Colorado,1990,roaded,3,5.632821
Colorado,1990,roaded,4,2.5655669999999997
Colorado,1990,roaded,5,0.0018
Colorado,1990,roaded,6,0.7443000000000001
Colorado,1990,roadless,0,0.0
Colorado,1990,roadless,1,0.010188
Colorado,1990,roadless,2,0.016425000000000002
Colorado,1990,roadless,3,0.10535399999999999
Colorado,1990,roadless,4,0.024848999999999996
Colorado,1990,roadless,5,0.0
Colorado,1990,roadless,6,0.0
Colorado,1990,wilderness,0,0.0
Colorado,1990,wilderness,1,0.0
Colorado,1990,wilderness,2,0.0
Colorado,1990,wilderness,3,0.0
Colorado,1990,wilderness,4,0.0
Colorado,1990,wilderness,5,0.0
Colorado,1990,wilderness,6,0.0
Colorado,1991,roaded,0,0.0
Colorado,1991,roaded,1,0.0
Colorado,1991,roaded,2,0.0
Colorado,1991,roaded,3,0.0
Colorado,1991,roaded,4,0.0
Colorado,1991,roaded,5,0.0
Colorado,1991,roaded,6,0.0
Colorado,1991,roadless,0,0.0
Colorado,1991,roadless,1,0.0
Colorado,1991,roadless,2,0.0
Colorado,1991,roadless,3,0.0
Colorado,1991,roadless,4,0.0
Colorado,1991,roadless,5,0.0
Colorado,1991,roadless,6,0.0
Colorado,1991,wilderness,0,0.0
Colorado,1991,wilderness,1,0.0
Colorado,1991,wilderness,2,0.0
Colorado,1991,wilderness,3,0.0
Colorado,1991,wilderness,4,0.0
Colorado,1991,wilderness,5,0.0
Colorado,1991,wilderness,6,0.0
Colorado,1992,roaded,0,0.0
Colorado,1992,roaded,1,0.0
Colorado,1992,roaded,2,0.0
Colorado,1992,roaded,3,0.0
Colorado,1992,roaded,4,0.0
Colorado,1992,roaded,5,0.0
Colorado,1992,roaded,6,0.0
Colorado,1992,roadless,0,0.0
Colorado,1992,roadless,1,0.0
Colorado,1992,roadless,2,0.0
Colorado,1992,roadless,3,0.0
Colorado,1992,roadless,4,0.0
Colorado,1992,roadless,5,0.0
Colorado,1992,roadless,6,0.0
Colorado,1992,wilderness,0,0.0
Colorado,1992,wilderness,1,0.0
Colorado,1992,wilderness,2,0.0
Colorado,1992,wilderness,3,0.0
Colorado,1992,wilderness,4,0.0
Colorado,1992,wilderness,5,0.0
Colorado,1992,wilderness,6,0.0
Colorado,1993,roaded,0,0.0
Colorado,1993,roaded,1,0.0
Colorado,1993,roaded,2,0.0
Colorado,1993,roaded,3,0.0
Colorado,1993,roaded,4,0.0
Colorado,1993,roaded,5,0.0
Colorado,1993,roaded,6,0.0
Colorado,1993,roadless,0,0.0
Colorado,1993,roadless,1,0.0
Colorado,1993,roadless,2,0.0
Colorado,1993,roadless,3,0.0
Colorado,1993,roadless,4,0.0
Colorado,1993,roadless,5,0.0
Colorado,1993,roadless,6,0.0
Colorado,1993,wilderness,0,0.0
Colorado,1993,wilderness,1,0.0
Colorado,1993,wilderness,2,0.0
Colorado,1993,wilderness,3,0.0
Colorado,1993,wilderness,4,0.0
Colorado,1993,wilderness,5,0.0
Colorado,1993,wilderness,6,0.0
Colorado,1994,roaded,0,0.0
Colorado,1994,roaded,1,0.161325
Colorado,1994,roaded,2,0.13843799999999998
Colorado,1994,roaded,3,0.091998
Colorado,1994,roaded,4,0.012941999999999999
Colorado,1994,roaded,5,0.0027
Colorado,1994,roaded,6,0.0
Colorado,1994,roadless,0,0.0
Colorado,1994,roadless,1,1.533294
Colorado,1994,roadless,2,1.5859979999999998
Colorado,1994,roadless,3,1.589076
Colorado,1994,roadless,4,2.748447
Colorado,1994,roadless,5,0.051966
Colorado,1994,roadless,6,0.0
Colorado,1994,wilderness,0,0.0
Colorado,1994,wilderness,1,1.0289609999999998
Colorado,1994,wilderness,2,1.3433490000000001
Colorado,1994,wilderness,3,1.233126
Colorado,1994,wilderness,4,1.635111
Colorado,1994,wilderness,5,0.039833999999999994
Colorado,1994,wilderness,6,0.0
Colorado,1995,roaded,0,0.0
Colorado,1995,roaded,1,0.0
Colorado,1995,roaded,2,0.0
Colorado,1995,roaded,3,0.0
Colorado,1995,roaded,4,0.0
Colorado,1995,roaded,5,0.0
Colorado,1995,roaded,6,0.0
Colorado,1995,roadless,0,0.0
Colorado,1995,roadless,1,0.0
Colorado,1995,roadless,2,0.0
Colorado,1995,roadless,3,0.0
Colorado,1995,roadless,4,0.0
Colorado,1995,roadless,5,0.0
Colorado,1995,roadless,6,0.0
Colorado,1995,wilderness,0,0.0
Colorado,1995,wilderness,1,0.0
Colorado,1995,wilderness,2,0.0
Colorado,1995,wilderness,3,0.0
Colorado,1995,wilderness,4,0.0
Colorado,1995,wilderness,5,0.0
Colorado,1995,wilderness,6,0.0
Colorado,1996,roaded,0,0.0
Colorado,1996,roaded,1,11.947940999999998
Colorado,1996,roaded,2,16.495722
Colorado,1996,roaded,3,25.029819000000003
Colorado,1996,roaded,4,9.740475
Colorado,1996,roaded,5,0.4302
Colorado,1996,roaded,6,0.0
Colorado,1996,roadless,0,0.0
Colorado,1996,roadless,1,0.12749400000000002
Colorado,1996,roadless,2,0.08752499999999999
Colorado,1996,roadless,3,0.007280999999999999
Colorado,1996,roadless,4,0.000225
Colorado,1996,roadless,5,0.0
Colorado,1996,roadless,6,0.0
Colorado,1996,wilderness,0,0.0
Colorado,1996,wilderness,1,0.0
Colorado,1996,wilderness,2,0.0
Colorado,1996,wilderness,3,0.0
Colorado,1996,wilderness,4,0.0
Colorado,1996,wilderness,5,0.0
Colorado,1996,wilderness,6,0.0
Colorado,1997,roaded,0,0.0
Colorado,1997,roaded,1,0.0
Colorado,1997,roaded,2,0.0
Colorado,1997,roaded,3,0.0
Colorado,1997,roaded,4,0.0
Colorado,1997,roaded,5,0.0
Colorado,1997,roaded,6,0.0
Colorado,1997,roadless,0,0.0
Colorado,1997,roadless,1,0.0
Colorado,1997,roadless,2,0.0
Colorado,1997,roadless,3,0.0
Colorado,1997,roadless,4,0.0
Colorado,1997,roadless,5,0.0
Colorado,1997,roadless,6,0.0
Colorado,1997,wilderness,0,0.0
Colorado,1997,wilderness,1,0.0
Colorado,1997,wilderness,2,0.0
Colorado,1997,wilderness,3,0.0
Colorado,1997,wilderness,4,0.0
Colorado,1997,wilderness,5,0.0
Colorado,1997,wilderness,6,0.0
Colorado,1998,roaded,0,0.0
Colorado,1998,roaded,1,0.0
Colorado,1998,roaded,2,0.0
Colorado,1998,roaded,3,0.0
Colorado,1998,roaded,4,0.0
Colorado,1998,roaded,5,0.0
Colorado,1998,roaded,6,0.0
Colorado,1998,roadless,0,0.0
Colorado,1998,roadless,1,0.0
Colorado,1998,roadless,2,0.0
Colorado,1998,roadless,3,0.0
Colorado,1998,roadless,4,0.0
Colorado,1998,roadless,5,0.0
Colorado,1998,roadless,6,0.0
Colorado,1998,wilderness,0,0.0
Colorado,1998,wilderness,1,0.0
Colorado,1998,wilderness,2,0.0
Colorado,1998,wilderness,3,0.0
Colorado,1998,wilderness,4,0.0
Colorado,1998,wilderness,5,0.0
Colorado,1998,wilderness,6,0.0
Colorado,1999,roaded,0,0.0
Colorado,1999,roaded,1,0.4086
Colorado,1999,roaded,2,1.3716
Colorado,1999,roaded,3,0.4203
Colorado,1999,roaded,4,0.013500000000000002
Colorado,1999,roaded,5,0.0072
Colorado,1999,roaded,6,0.0
Colorado,1999,roadless,0,0.0
Colorado,1999,roadless,1,0.0
Colorado,1999,roadless,2,0.0
Colorado,1999,roadless,3,0.0
Colorado,1999,roadless,4,0.0
Colorado,1999,roadless,5,0.0
Colorado,1999,roadless,6,0.0
Colorado,1999,wilderness,0,0.0
Colorado,1999,wilderness,1,0.0
Colorado,1999,wilderness,2,0.0
Colorado,1999,wilderness,3,0.0
Colorado,1999,wilderness,4,0.0
Colorado,1999,wilderness,5,0.0
Colorado,1999,wilderness,6,0.0
Colorado,2000,roaded,0,0.0
Colorado,2000,roaded,1,10.442889000000001
Colorado,2000,roaded,2,19.315872
Colorado,2000,roaded,3,17.080659
Colorado,2000,roaded,4,12.71196
Colorado,2000,roaded,5,0.033056999999999996
Colorado,2000,roaded,6,0.0
Colorado,2000,roadless,0,0.0
Colorado,2000,roadless,1,0.6395040000000001
Colorado,2000,roadless,2,1.8615149999999998
Colorado,2000,roadless,3,2.297061
Colorado,2000,roadless,4,1.2015
Colorado,2000,roadless,5,0.0009
Colorado,2000,roadless,6,0.07919999999999999
Colorado,2000,wilderness,0,0.0
Colorado,2000,wilderness,1,0.0
Colorado,2000,wilderness,2,0.0
Colorado,2000,wilderness,3,0.0
Colorado,2000,wilderness,4,0.0
Colorado,2000,wilderness,5,0.0
Colorado,2000,wilderness,6,0.0
Colorado,2001,roaded,0,0.0
Colorado,2001,roaded,1,1.984635
Colorado,2001,roaded,2,4.6200779999999995
Colorado,2001,roaded,3,2.637252
Colorado,2001,roaded,4,0.740034
Colorado,2001,roaded,5,0.036000000000000004
Colorado,2001,roaded,6,0.0
Colorado,2001,roadless,0,0.0
Colorado,2001,roadless,1,6.254892
Colorado,2001,roadless,2,18.504503999999997
Colorado,2001,roadless,3,1.507266
Colorado,2001,roadless,4,0.21500099999999997
Colorado,2001,roadless,5,0.0045000000000000005
Colorado,2001,roadless,6,0.0
Colorado,2001,wilderness,0,0.0
Colorado,2001,wilderness,1,1.8081
Colorado,2001,wilderness,2,0.7506
Colorado,2001,wilderness,3,1.5957
Colorado,2001,wilderness,4,1.3986
Colorado,2001,wilderness,5,0.018000000000000002
Colorado,2001,wilderness,6,0.0
Colorado,2002,roaded,0,0.0
Colorado,2002,roaded,1,108.70587900000001
Colorado,2002,roaded,2,110.88470699999999
Colorado,2002,roaded,3,151.525251
Colorado,2002,roaded,4,246.891717
Colorado,2002,roaded,5,3.807522
Colorado,2002,roaded,6,3.1026329999999995
Colorado,2002,roadless,0,0.0
Colorado,2002,roadless,1,45.931706999999996
Colorado,2002,roadless,2,54.369035999999994
Colorado,2002,roadless,3,67.45826699999999
Colorado,2002,roadless,4,119.07062099999999
Colorado,2002,roadless,5,2.2860899999999997
Colorado,2002,roadless,6,0.0
Colorado,2002,wilderness,0,0.0
Colorado,2002,wilderness,1,24.821144999999998
Colorado,2002,wilderness,2,28.724084999999995
Colorado,2002,wilderness,3,36.2673
Colorado,2002,wilderness,4,83.27404800000001
Colorado,2002,wilderness,5,0.218574
Colorado,2002,wilderness,6,3.090267
Colorado,2003,roaded,0,0.0
Colorado,2003,roaded,1,2.649015
Colorado,2003,roaded,2,1.97748
Colorado,2003,roaded,3,5.094225
Colorado,2003,roaded,4,5.744556
Colorado,2003,roaded,5,0.09326699999999999
Colorado,2003,roaded,6,0.809541
Colorado,2003,roadless,0,0.0
Colorado,2003,roadless,1,0.016344
Colorado,2003,roadless,2,0.100683
Colorado,2003,roadless,3,0.307071
Colorado,2003,roadless,4,0.198963
Colorado,2003,roadless,5,0.0009
Colorado,2003,roadless,6,0.271935
Colorado,2003,wilderness,0,0.0
Colorado,2003,wilderness,1,0.0279
Colorado,2003,wilderness,2,0.37337399999999993
Colorado,2003,wilderness,3,0.5294519999999999
Colorado,2003,wilderness,4,0.22846500000000003
Colorado,2003,wilderness,5,0.0
Colorado,2003,wilderness,6,1.249524
Colorado,2004,roaded,0,0.0
Colorado,2004,roaded,1,1.080549
Colorado,2004,roaded,2,1.148058
Colorado,2004,roaded,3,0.927072
Colorado,2004,roaded,4,0.5493330000000001
Colorado,2004,roaded,5,0.0018
Colorado,2004,roaded,6,0.0
Colorado,2004,roadless,0,0.0
Colorado,2004,roadless,1,3.1970609999999997
Colorado,2004,roadless,2,6.695900999999999
Colorado,2004,roadless,3,6.982820999999999
Colorado,2004,roadless,4,2.175318
Colorado,2004,roadless,5,0.026099999999999998
Colorado,2004,roadless,6,0.0
Colorado,2004,wilderness,0,0.0
